loan id,original interest rate,original UPB,original loan term,original LTV ratio,debt to income,original list price,Current Loan Delinquency Status,delinquent
138470114476,4.25,409000.0,360,75,37.0,,0,False
138606780917,5.25,212000.0,360,80,33.0,,1,True
138722539214,5.25,372000.0,360,80,38.0,,0,False
138747590699,5.5,536000.0,360,80,50.0,,0,False
138789443641,4.875,184000.0,360,80,44.0,,11,True
138812334816,4.875,412000.0,360,80,39.0,,1,True
138904929828,4.625,252000.0,360,80,20.0,,0,False
138957800723,4.625,473000.0,360,70,50.0,,0,False
139046624430,6.0,202000.0,360,80,49.0,,4,True
139049006022,4.5,420000.0,360,70,37.0,,1,True
139071362232,4.375,155000.0,360,36,34.0,,0,False
139076030712,4.375,280000.0,360,80,45.0,,0,False
139265728654,5.25,659000.0,360,75,47.0,,3,True
139395518095,5.0,118000.0,360,95,44.0,,1,True
139527839051,4.75,287000.0,360,55,45.0,,0,False
139534113841,5.875,391000.0,360,65,47.0,,1,True
139596703811,4.875,126000.0,360,90,49.0,,0,False
139668564107,4.625,100000.0,360,61,42.0,,0,False
139766437985,4.75,156000.0,180,29,44.0,,0,False
139772846829,4.75,147000.0,360,58,45.0,,0,False
139804679057,5.875,66000.0,360,97,45.0,,0,False
139838524580,5.375,250000.0,240,38,43.0,,0,False
140157934203,4.5,547000.0,180,77,31.0,,0,False
140232547171,4.25,250000.0,180,57,17.0,,0,False
140237054929,5.125,128000.0,360,89,35.0,,0,False
140242767833,4.375,390000.0,360,95,37.0,,0,False
140347715392,4.125,107000.0,180,89,28.0,,0,False
140358756288,4.875,474000.0,360,92,30.0,,0,False
140390252075,4.75,238000.0,360,97,42.0,,0,False
140403947223,4.875,439000.0,360,95,39.0,,0,False
140852531794,4.875,322000.0,360,90,37.0,,0,False
140915413313,4.25,280000.0,360,58,17.0,,0,False
140927525582,4.5,149000.0,360,95,47.0,,0,False
141050641920,5.0,420000.0,360,70,50.0,,2,True
141156974775,4.99,133000.0,360,75,47.0,,0,False
141176354884,5.0,115000.0,360,80,29.0,,0,False
141295195029,5.0,50000.0,180,95,32.0,,0,False
141387079139,4.75,293000.0,360,50,35.0,,0,False
141391354253,5.125,117000.0,360,85,42.0,,0,False
141402352217,4.875,340000.0,360,97,50.0,,0,False
141446464382,4.875,150000.0,360,50,31.0,,0,False
141448438762,4.5,396000.0,300,47,38.0,,0,False
141866114186,4.875,180000.0,360,80,36.0,,0,False
141990803097,5.25,150000.0,360,38,48.0,,0,False
142013808840,5.25,316000.0,360,80,42.0,,0,False
142067580175,4.375,75000.0,180,52,37.0,,0,False
142137633213,4.875,158000.0,240,80,49.0,,0,False
142284843417,4.625,668000.0,360,80,50.0,,24,True
142311150818,4.99,236000.0,360,68,42.0,,0,False
142312574167,4.875,194000.0,240,95,33.0,,0,False
142382052632,5.875,124000.0,360,80,31.0,,0,False
142497879340,5.0,150000.0,360,47,47.0,,0,False
142529835566,5.0,328000.0,360,90,47.0,,0,False
142606503338,5.5,350000.0,360,95,49.0,,11,True
142781866938,4.5,127000.0,156,13,48.0,,0,False
142788643574,5.25,570000.0,360,85,48.0,,1,True
142822699432,5.5,344000.0,360,80,39.0,,0,False
143066791286,5.125,108000.0,360,80,42.0,,0,False
143078658892,5.75,55000.0,360,97,43.0,,0,False
143148601321,4.625,138000.0,180,27,36.0,,1,True
143328712477,4.375,405000.0,360,70,47.0,,2,True
143427626112,4.625,330000.0,360,90,42.0,,0,False
143720665553,4.99,274000.0,360,75,43.0,,0,False
143859852237,4.625,420000.0,360,47,40.0,,0,False
143899757897,5.625,142000.0,360,80,38.0,,0,False
143962194272,4.125,218000.0,180,73,39.0,,0,False
143978197656,5.375,480000.0,360,65,47.0,,0,False
144004777376,5.625,315000.0,360,90,27.0,,0,False
144307479050,5.375,211000.0,360,50,49.0,,0,False
144347546874,4.875,70000.0,360,80,44.0,,0,False
144500962246,4.625,640000.0,360,85,47.0,,5,True
144812506164,4.75,300000.0,360,80,40.0,,0,False
144834810499,5.0,139000.0,360,95,44.0,,1,True
144960320147,4.99,301000.0,360,70,44.0,,0,False
145036170983,4.75,447000.0,360,80,40.0,,0,False
145086415656,5.5,285000.0,360,95,45.0,,0,False
145123807586,5.75,104000.0,360,80,50.0,,0,False
145201391659,4.875,425000.0,360,97,35.0,,0,False
145341179187,5.125,65000.0,360,65,45.0,,0,False
145393039458,4.75,328000.0,360,80,47.0,,0,False
145439108618,5.875,376000.0,360,80,41.0,,0,False
145449971554,4.75,116000.0,360,80,32.0,,0,False
145455958000,5.75,154000.0,360,70,40.0,,0,False
145670558977,4.875,100000.0,360,80,20.0,,0,False
