action_taken,loan_type,loan_amount,income,debt_to_income_ratio,loan_to_value_ratio,interest_rate,property_value,loan_term,loan_type.1,loan_purpose,occupancy_type,applicant_age,negative_amortization,rate_spread,derived_race_2 or more minority races,derived_race_American Indian or Alaska Native,derived_race_Asian,derived_race_Black or African American,derived_race_Free Form Text Only,derived_race_Joint,derived_race_Native Hawaiian or Other Pacific Islander,derived_race_Race Not Available,derived_race_White,derived_sex_Female,derived_sex_Joint,derived_sex_Male,derived_sex_Sex Not Available,y_pred
1,1,215000.0,89.0,33.0,27.38,3.625,785000.0,360.0,1,32,1,70.0,2,0.233,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,755000.0,355.0,33.0,59.524,4.125,2105000.0,360.0,1,32,1,40.0,2,-0.342,False,False,False,False,False,False,False,False,True,False,False,True,False,1
3,1,75000.0,34.0,,,,,360.0,1,4,1,50.0,2,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
6,2,335000.0,32.0,,,4.14,725000.0,,2,31,1,60.0,2,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,285000.0,219.0,41.0,89.99,5.99,1125000.0,360.0,1,1,1,30.0,2,1.62,False,False,False,False,False,False,False,False,True,False,True,False,False,1
3,1,105000.0,146.0,33.0,83.26,,435000.0,360.0,1,2,1,50.0,2,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,485000.0,170.0,39.0,48.435,4.125,1005000.0,360.0,1,32,1,60.0,2,-0.211,False,False,False,False,False,True,False,False,False,False,True,False,False,1
1,1,1005000.0,2415.0,10.0,59.176,3.625,1705000.0,360.0,1,31,1,60.0,2,-0.214,False,False,False,False,False,False,False,False,True,False,False,True,False,1
1,1,105000.0,82.0,25.0,97.0,4.75,105000.0,360.0,1,1,1,30.0,2,1.758,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,55000.0,68.0,40.0,60.219,3.75,205000.0,60.0,1,2,1,40.0,2,-0.198,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,4,75000.0,47.0,37.0,100.866,4.375,75000.0,360.0,4,1,1,40.0,2,1.023,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,3,155000.0,72.0,33.0,,4.5,155000.0,360.0,3,1,1,23.0,2,0.73,False,False,False,False,False,False,False,False,True,False,False,True,False,1
2,1,6005000.0,2858.0,40.0,64.38,2.875,12005000.0,360.0,1,31,1,60.0,2,-0.627,False,False,False,False,False,False,False,True,False,False,False,False,True,1
1,1,1015000.0,401.0,25.0,39.03,3.625,2605000.0,360.0,1,31,1,40.0,2,-0.17245,False,False,True,False,False,False,False,False,False,False,True,False,False,1
1,1,355000.0,119.0,41.0,80.0,4.875,495000.0,240.0,1,1,1,30.0,2,1.292,False,False,False,False,False,False,False,False,True,False,True,False,False,1
2,1,945000.0,,25.0,80.0,3.75,1175000.0,180.0,1,32,1,50.0,2,0.302,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,175000.0,46.0,,,,,,1,31,1,30.0,1111,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
3,1,705000.0,,,,,1355000.0,361.0,1,4,1,40.0,2,,False,False,False,False,False,False,False,False,True,False,False,True,False,1
3,1,35000.0,130.0,10.0,79.9,,95000.0,180.0,1,2,1,50.0,2,,False,False,False,False,False,False,False,True,False,False,True,False,False,1
3,1,55000.0,264.0,33.0,81.994,,765000.0,180.0,1,2,1,50.0,2,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
4,1,105000.0,154.0,,,,,120.0,1,31,1,50.0,2,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,3,145000.0,64.0,10.0,100.0,4.0,145000.0,360.0,3,1,1,40.0,2,0.488,False,False,False,False,False,False,False,False,True,False,False,True,False,1
3,1,55000.0,100.0,10.0,64.44,,305000.0,360.0,1,2,1,40.0,2,,False,False,False,False,False,False,False,False,True,True,False,False,False,1
1,1,2005000.0,1588.0,25.0,34.09,5.375,8805000.0,360.0,1,4,1,50.0,2,0.225,False,False,False,False,False,False,False,False,True,False,True,False,False,1
3,1,1805000.0,249.0,55.0,60.0,,3005000.0,360.0,1,32,1,60.0,2,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,485000.0,107.0,42.0,52.08,4.5,935000.0,360.0,1,4,1,30.0,2,0.341,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,15000.0,60.0,,,,,,1,2,1,60.0,1111,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,2,255000.0,96.0,43.0,83.844,4.875,295000.0,360.0,2,32,1,40.0,2,0.823,False,False,False,False,False,False,False,False,True,False,True,False,False,1
4,2,75000.0,83.0,,,,,180.0,2,32,1,40.0,2,,False,False,False,False,False,True,False,False,False,False,True,False,False,1
3,1,45000.0,115.0,25.0,96.34,,305000.0,360.0,1,4,1,50.0,2,,False,False,False,False,False,False,False,False,True,False,False,True,False,1
1,1,475000.0,208.0,25.0,72.519,3.5,655000.0,360.0,1,31,1,30.0,2,-0.068,False,False,False,False,False,False,False,False,True,False,True,False,False,1
3,1,205000.0,300.0,25.0,98.402,,825000.0,,1,31,1,40.0,2,,False,False,False,False,False,False,False,True,False,False,False,True,False,1
1,1,315000.0,225.0,25.0,53.0,3.75,605000.0,360.0,1,31,1,60.0,2,0.15735,False,False,False,False,False,False,False,False,True,True,False,False,False,1
1,1,155000.0,68.0,38.0,79.69,5.25,195000.0,360.0,1,32,1,40.0,2,0.626,False,False,False,False,False,False,False,False,True,False,True,False,False,1
3,1,85000.0,120.0,25.0,8.889,,905000.0,360.0,1,31,1,60.0,2,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
5,1,35000.0,113.0,,,,,240.0,1,31,1,50.0,2,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
5,1,75000.0,126.0,,,,,180.0,1,4,1,50.0,2,,False,False,False,False,False,False,False,False,True,True,False,False,False,1
1,1,125000.0,55.0,33.0,41.379,3.9,295000.0,180.0,1,2,1,70.0,2,0.55,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,205000.0,393.0,25.0,87.89,5.39,775000.0,360.0,1,2,1,40.0,2,0.24,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,105000.0,96.0,25.0,28.34,3.24,455000.0,360.0,1,4,1,80.0,2,-1.02,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,1155000.0,565.0,25.0,75.082,3.375,1535000.0,360.0,1,31,1,60.0,2,-0.212,False,False,False,False,False,False,False,False,True,False,False,True,False,1
1,1,725000.0,183.0,42.0,66.977,3.75,1075000.0,360.0,1,32,1,50.0,2,-0.009,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,105000.0,378.0,25.0,77.97,3.99,685000.0,360.0,1,2,1,50.0,2,1.035,False,False,False,False,False,False,False,False,True,False,False,True,False,1
1,1,2025000.0,,25.0,56.74,2.5,3575000.0,360.0,1,31,1,40.0,2,-0.439,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,145000.0,65.0,,,,,,1,31,1,50.0,1111,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
3,1,25000.0,60.0,33.0,99.923,,75000.0,240.0,1,2,1,50.0,2,,False,False,False,False,False,False,False,False,True,True,False,False,False,1
1,1,755000.0,1008.0,10.0,62.762,4.24,1195000.0,360.0,1,31,1,50.0,2,0.01,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,45000.0,162.0,42.0,72.67,4.5,385000.0,120.0,1,31,1,50.0,2,0.42,False,False,False,False,False,False,False,False,True,False,True,False,False,1
2,1,415000.0,290.0,25.0,65.6,3.25,625000.0,240.0,1,31,1,50.0,2,0.322,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,1655000.0,837.0,25.0,66.15,3.375,2505000.0,360.0,1,31,2,60.0,2,-0.382,False,False,False,False,False,True,False,False,False,False,True,False,False,1
4,1,165000.0,52.0,,,,,240.0,1,4,1,23.0,2,,False,False,False,False,False,False,False,False,True,False,False,True,False,1
1,1,425000.0,204.0,,,,,,1,1,1,30.0,1111,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
3,1,25000.0,62.0,37.0,97.7,,95000.0,120.0,1,2,1,40.0,2,,False,False,False,False,False,False,False,False,True,False,False,True,False,1
1,1,975000.0,550.0,25.0,69.65,4.0,1405000.0,360.0,1,31,1,50.0,2,0.016,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,265000.0,,37.0,61.601,4.125,525000.0,360.0,1,31,1,40.0,2,-0.209,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,175000.0,119.0,25.0,80.0,5.24,215000.0,300.0,1,31,1,50.0,2,0.24,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,325000.0,99.0,,,,,,1,31,1,40.0,1111,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,205000.0,97.0,25.0,64.0,4.5,315000.0,360.0,1,32,1,50.0,2,0.176,False,False,False,False,False,False,False,False,True,True,False,False,False,1
3,1,805000.0,837.0,10.0,40.0,,2005000.0,360.0,1,4,1,40.0,2,,False,False,False,False,False,False,False,False,True,False,False,True,False,1
3,1,45000.0,,,,,,,1,2,1,30.0,1111,,False,False,False,False,False,False,False,False,True,True,False,False,False,1
1,1,65000.0,81.0,38.0,20.544,4.125,335000.0,120.0,1,2,1,50.0,2,0.215,False,False,False,False,False,False,False,False,True,False,False,True,False,1
1,1,45000.0,81.0,,,,,,1,1,1,50.0,1111,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,125000.0,54.0,,,,,,1,1,1,30.0,1111,,False,False,False,False,False,False,False,False,True,False,False,True,False,1
3,1,35000.0,193.0,25.0,83.23,,255000.0,361.0,1,4,1,40.0,2,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,365000.0,155.0,33.0,66.0,3.99,555000.0,360.0,1,32,1,50.0,2,0.4937,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,165000.0,319.0,,,,,,1,1,2,50.0,1111,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,755000.0,346.0,10.0,20.83,2.75,3605000.0,360.0,1,32,1,50.0,2,-0.342,False,False,False,False,False,True,False,False,False,False,True,False,False,1
1,3,185000.0,63.0,33.0,98.45,4.25,185000.0,360.0,3,1,1,30.0,2,0.75,False,False,False,False,False,False,False,False,True,False,False,True,False,1
3,1,35000.0,148.0,33.0,80.164,,135000.0,300.0,1,4,1,40.0,2,,False,False,False,False,False,False,False,False,True,False,False,True,False,1
1,4,65000.0,36.0,33.0,94.97,4.125,75000.0,360.0,4,1,1,60.0,2,1.159,False,False,False,False,False,False,False,False,True,True,False,False,False,1
1,1,105000.0,403.0,25.0,44.879,2.99,555000.0,360.0,1,32,1,50.0,2,-0.39,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,405000.0,99.0,44.0,41.0,4.0,995000.0,360.0,1,31,1,50.0,2,0.21204,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,205000.0,83.0,25.0,17.391,2.99,1155000.0,120.0,1,31,1,70.0,2,0.33,False,False,False,False,False,False,False,False,True,True,False,False,False,1
5,2,115000.0,,,,,,180.0,2,31,1,40.0,2,,False,False,False,False,False,False,False,False,True,False,False,True,False,1
1,1,605000.0,138.0,25.0,24.0,3.375,2505000.0,180.0,1,2,1,70.0,2,0.207,False,False,True,False,False,False,False,False,False,False,True,False,False,1
2,1,2245000.0,805.0,33.0,59.87,3.0,3755000.0,360.0,1,31,1,40.0,2,-0.721,False,False,False,False,False,False,False,True,False,False,False,True,False,1
6,1,85000.0,128.0,,,5.375,115000.0,360.0,1,1,3,30.0,2,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
3,1,355000.0,98.0,37.0,65.0,,545000.0,360.0,1,32,1,50.0,2,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
3,1,5000.0,110.0,10.0,0.01,,455000.0,240.0,1,4,1,50.0,2,,False,False,False,False,False,False,False,False,True,False,False,True,False,1
1,1,1005000.0,,,18.519,3.875,5405000.0,360.0,1,32,1,70.0,2,-0.026,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,405000.0,312.0,25.0,90.0,4.75,455000.0,360.0,1,31,1,60.0,2,0.31,False,False,False,False,False,False,False,False,True,False,True,False,False,1
4,2,195000.0,120.0,,,,,360.0,2,31,1,40.0,2,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
3,1,55000.0,92.0,10.0,12.5,,405000.0,,1,31,1,60.0,2,,False,False,False,False,False,False,False,False,True,True,False,False,False,1
3,1,205000.0,143.0,25.0,42.64,,465000.0,360.0,1,2,1,60.0,2,,False,False,False,False,False,False,False,False,True,True,False,False,False,1
4,1,145000.0,113.0,,,,,180.0,1,32,1,50.0,2,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,155000.0,220.0,38.0,59.64,3.99,935000.0,360.0,1,4,1,50.0,2,-1.16,False,False,False,False,False,False,False,False,True,False,True,False,False,1
3,1,65000.0,108.0,10.0,14.07,,425000.0,240.0,1,2,1,50.0,2,,False,False,False,False,False,False,False,False,True,False,False,True,False,1
1,1,785000.0,250.0,25.0,65.417,3.75,1205000.0,360.0,1,32,1,40.0,2,0.128,False,False,False,False,False,False,False,False,True,True,False,False,False,1
1,1,245000.0,125.0,25.0,38.4,3.375,625000.0,240.0,1,31,1,40.0,2,0.447,False,False,False,False,False,False,False,False,True,False,False,True,False,1
4,1,105000.0,113.0,,,,,,1,2,1,70.0,1111,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
3,1,75000.0,140.0,33.0,75.97,,475000.0,240.0,1,4,1,50.0,2,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,835000.0,229.0,25.0,56.419,3.375,1485000.0,360.0,1,32,1,60.0,2,-0.435,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,725000.0,999.0,10.0,13.0,3.0,5655000.0,360.0,1,32,1,60.0,2,-0.409,False,False,False,False,False,False,False,False,True,False,False,True,False,1
1,1,255000.0,133.0,38.0,36.851,4.89,675000.0,360.0,1,31,1,70.0,2,-0.16,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,635000.0,409.0,25.0,71.751,3.625,885000.0,180.0,1,32,1,50.0,2,0.019,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,95000.0,161.0,10.0,37.6,3.875,255000.0,120.0,1,31,1,60.0,2,0.125,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,85000.0,238.0,25.0,68.02,5.5,465000.0,240.0,1,2,1,40.0,2,0.576,False,False,False,False,False,False,False,False,True,False,True,False,False,1
3,1,275000.0,116.0,38.0,46.805,,575000.0,360.0,1,32,1,60.0,2,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,2,395000.0,,10.0,,3.5,,360.0,2,31,1,30.0,2,0.5,False,False,False,False,False,False,False,False,True,False,True,False,False,1
2,1,635000.0,200.0,36.0,79.0,4.5,805000.0,360.0,1,32,1,40.0,2,0.408,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,95000.0,196.0,25.0,49.99,3.65,365000.0,180.0,1,2,1,50.0,2,0.53,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,455000.0,,10.0,46.629,3.75,2625000.0,360.0,1,32,1,60.0,2,-0.226,False,False,False,False,False,False,False,True,False,False,True,False,False,1
1,1,425000.0,213.0,10.0,52.75,3.95,805000.0,144.0,1,32,1,60.0,2,-0.291,False,False,False,False,False,False,False,False,True,False,True,False,False,1
4,2,155000.0,42.0,,,,,360.0,2,32,1,40.0,2,,False,False,False,False,False,False,False,False,True,False,False,True,False,1
1,1,995000.0,813.0,33.0,71.0,2.772,1405000.0,360.0,1,31,1,40.0,2,-0.418,False,False,False,False,False,False,False,False,True,False,False,True,False,1
1,1,265000.0,140.0,,,,,,1,1,1,40.0,1111,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,5805000.0,15022.0,10.0,40.0,2.125,14505000.0,360.0,1,32,1,40.0,2,-0.34,False,False,False,False,False,False,False,False,True,False,False,True,False,1
1,1,625000.0,179.0,39.0,49.6,4.25,1265000.0,360.0,1,32,1,50.0,2,0.01123,False,False,False,False,False,False,False,False,True,False,False,True,False,1
3,1,15000.0,38.0,33.0,106.277,,135000.0,240.0,1,2,1,60.0,2,,False,False,False,False,False,False,False,False,True,True,False,False,False,1
3,2,135000.0,104.0,33.0,98.73,,145000.0,360.0,2,1,1,30.0,2,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
4,1,155000.0,83.0,,,,,120.0,1,31,1,60.0,2,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,285000.0,186.0,25.0,77.838,3.75,375000.0,240.0,1,32,1,40.0,2,0.565,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,165000.0,83.0,25.0,34.83,3.5,465000.0,180.0,1,31,1,70.0,2,-0.057,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,55000.0,161.0,10.0,52.36,2.24,375000.0,240.0,1,2,1,50.0,2,-2.13,False,False,False,False,False,False,False,False,True,False,False,True,False,1
1,3,105000.0,44.0,25.0,100.0,3.375,105000.0,360.0,3,1,1,30.0,2,-0.054,False,False,False,False,False,False,False,False,True,False,True,False,False,1
4,1,35000.0,79.0,,,,,180.0,1,2,1,30.0,2,,False,False,False,False,False,False,False,False,True,False,False,True,False,1
1,1,2925000.0,2438.0,25.0,65.0,2.625,4505000.0,360.0,1,31,1,40.0,2,-0.747,False,False,False,False,False,False,False,True,False,False,False,False,True,1
3,1,805000.0,225.0,48.0,72.72,,1105000.0,360.0,1,4,1,60.0,2,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
4,3,175000.0,67.0,,,,,360.0,3,32,1,40.0,2,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
5,1,95000.0,80.0,,,,,360.0,1,32,1,40.0,2,,False,False,False,False,False,False,False,False,True,True,False,False,False,1
3,1,55000.0,199.0,33.0,31.45,,155000.0,361.0,1,4,1,30.0,2,,False,False,False,True,False,False,False,False,False,False,True,False,False,1
3,1,505000.0,114.0,25.0,16.949,,2955000.0,360.0,1,4,3,70.0,2,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,265000.0,225.0,,,,,,1,1,1,40.0,1111,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
2,1,175000.0,186.0,10.0,52.617,3.5,345000.0,360.0,1,31,1,30.0,2,-0.249,False,False,False,False,False,False,False,False,True,False,False,True,False,1
1,2,415000.0,150.0,40.0,96.5,4.875,425000.0,360.0,2,1,1,30.0,2,1.136,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,485000.0,184.0,25.0,69.0,3.625,705000.0,360.0,1,31,1,40.0,2,0.087,False,False,False,False,False,False,False,False,True,True,False,False,False,1
1,1,1405000.0,893.0,10.0,40.58,3.171,3455000.0,360.0,1,31,1,50.0,2,-0.519,False,False,False,False,False,False,False,False,True,False,False,True,False,1
1,1,115000.0,235.0,25.0,79.98,3.99,375000.0,360.0,1,31,1,40.0,2,-1.16,False,False,False,False,False,False,False,False,True,False,True,False,False,1
3,1,75000.0,167.0,33.0,79.458,,405000.0,360.0,1,4,1,40.0,2,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,3,245000.0,113.0,33.0,100.0,3.5,245000.0,360.0,3,1,1,30.0,2,-0.214,False,False,False,False,False,False,False,False,True,False,True,False,False,1
3,1,85000.0,99.0,25.0,73.935,,105000.0,360.0,1,2,1,50.0,2,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
3,1,25000.0,175.0,25.0,102.44,,305000.0,360.0,1,2,1,30.0,2,,False,False,False,False,False,False,False,False,True,False,False,True,False,1
3,1,35000.0,130.0,25.0,66.17,,175000.0,360.0,1,4,1,50.0,2,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
3,1,155000.0,460.0,36.0,84.92,,805000.0,360.0,1,4,1,30.0,2,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,15000.0,58.0,,,,,,1,2,1,23.0,1111,,False,False,False,False,False,False,False,False,True,False,False,True,False,1
1,1,735000.0,194.0,33.0,70.0,3.5,1055000.0,360.0,1,32,1,30.0,2,-0.17,False,False,False,False,False,False,False,False,True,False,False,True,False,1
1,1,355000.0,150.0,37.0,64.0,4.25,555000.0,180.0,1,32,1,40.0,2,0.52597,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,15000.0,140.0,,,,,,1,2,1,30.0,1111,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
5,1,215000.0,160.0,,,,,180.0,1,31,1,50.0,2,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
3,1,1005000.0,300.0,38.0,45.455,,2205000.0,360.0,1,31,1,50.0,2,,False,False,False,False,False,False,False,False,True,True,False,False,False,1
1,1,315000.0,97.0,25.0,67.3,4.0,505000.0,360.0,1,31,1,23.0,2,0.195,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,915000.0,400.0,33.0,74.885,3.5,1215000.0,360.0,1,31,1,40.0,2,-0.779,False,False,False,False,False,False,False,False,True,False,False,True,False,1
1,1,3795000.0,1270.0,33.0,70.0,2.75,5425000.0,360.0,1,31,1,30.0,2,-0.827,False,False,False,False,False,False,False,False,True,False,True,False,False,1
5,1,35000.0,26.0,,,,,120.0,1,4,1,30.0,2,,False,False,False,False,False,False,False,False,True,True,False,False,False,1
1,1,685000.0,446.0,10.0,75.604,3.375,915000.0,360.0,1,31,1,80.0,2,-0.411,False,False,False,False,False,False,False,False,True,False,True,False,False,1
4,1,75000.0,99.0,,,,,240.0,1,2,1,50.0,2,,False,False,False,False,False,False,False,False,True,True,False,False,False,1
1,1,3005000.0,2426.0,10.0,22.222,3.75,13505000.0,360.0,1,4,1,60.0,2,-0.647,False,False,False,False,False,False,False,True,False,False,False,False,True,1
1,1,3005000.0,1066.0,33.0,70.59,3.375,4255000.0,360.0,1,31,1,30.0,2,-0.474,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,3,555000.0,132.0,40.0,80.0,4.5,695000.0,360.0,3,1,1,40.0,2,0.16158,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,5075000.0,1983.0,10.0,75.75,2.65,6705000.0,360.0,1,31,1,40.0,2,-0.718,False,False,False,False,False,False,False,False,True,False,False,True,False,1
3,1,35000.0,123.0,25.0,84.771,,225000.0,180.0,1,2,1,40.0,2,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
2,1,2005000.0,1330.0,10.0,67.8,2.875,2955000.0,360.0,1,32,1,50.0,2,-0.688,False,False,False,False,False,False,False,False,True,False,False,True,False,1
3,1,125000.0,519.0,25.0,85.25,,1205000.0,360.0,1,2,1,40.0,2,,False,False,False,True,False,False,False,False,False,False,False,True,False,1
3,1,65000.0,428.0,25.0,57.46,,655000.0,360.0,1,4,1,50.0,2,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,105000.0,145.0,10.0,17.094,2.99,585000.0,120.0,1,4,1,60.0,2,0.46,False,False,False,False,False,False,False,False,True,True,False,False,False,1
1,1,15000.0,28.0,,,,,,1,2,1,40.0,1111,,False,False,False,False,False,False,False,False,True,True,False,False,False,1
1,1,1675000.0,769.0,25.0,68.429,2.875,2455000.0,360.0,1,31,1,50.0,2,-0.56,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,1925000.0,,10.0,79.58,2.625,2425000.0,360.0,1,31,1,30.0,2,-0.595,False,False,False,False,False,False,False,False,True,False,False,True,False,1
1,1,1405000.0,1029.0,33.0,60.87,3.125,2305000.0,360.0,1,31,2,50.0,2,-0.53,False,False,False,False,False,False,False,False,True,False,False,True,False,1
1,1,385000.0,150.0,25.0,80.0,3.875,485000.0,360.0,1,31,1,40.0,2,0.089,False,False,False,False,False,False,False,False,True,False,True,False,False,1
4,3,225000.0,76.0,,,,,360.0,3,1,1,50.0,2,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,315000.0,252.0,10.0,70.79,4.0,445000.0,360.0,1,32,1,30.0,2,0.038,False,False,False,False,False,False,False,False,True,True,False,False,False,1
3,1,45000.0,86.0,33.0,118.0,,95000.0,300.0,1,2,1,40.0,2,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,515000.0,193.0,33.0,75.882,3.5,685000.0,360.0,1,31,1,40.0,2,-0.142,False,False,False,False,False,False,False,False,True,False,True,False,False,1
4,1,25000.0,114.0,,,,,361.0,1,2,1,40.0,2,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,755000.0,2143.0,10.0,20.408,3.25,3675000.0,360.0,1,31,1,50.0,2,-0.849,False,False,False,False,False,False,False,False,True,False,True,False,False,1
3,1,45000.0,400.0,10.0,95.32,,285000.0,360.0,1,4,1,40.0,2,,False,False,False,False,False,False,False,False,True,True,False,False,False,1
3,1,105000.0,160.0,25.0,63.0,,165000.0,300.0,1,4,1,40.0,2,,False,False,False,False,False,False,False,False,True,False,False,True,False,1
4,1,145000.0,74.0,,,,,180.0,1,32,1,40.0,2,,False,False,False,False,False,False,False,False,True,False,False,True,False,1
4,1,75000.0,37.0,,,,,180.0,1,1,1,23.0,2,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,7275000.0,6355.0,25.0,57.02,4.0,12755000.0,360.0,1,31,1,50.0,2,-1.157,False,False,False,False,False,False,False,True,False,False,False,False,True,1
1,1,65000.0,27.0,,,,,,1,1,1,50.0,1111,,False,False,False,False,False,False,False,False,True,True,False,False,False,1
3,1,105000.0,247.0,25.0,74.142,,465000.0,,1,31,1,60.0,2,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,2,155000.0,50.0,33.0,96.5,4.625,155000.0,360.0,2,1,1,30.0,2,1.526,False,False,False,False,False,False,False,False,True,False,False,True,False,1
1,1,1165000.0,1920.0,10.0,23.535,2.625,4955000.0,360.0,1,31,1,50.0,2,-1.007,False,False,False,False,False,False,False,False,True,False,False,True,False,1
3,1,115000.0,216.0,33.0,94.43,,635000.0,240.0,1,2,1,40.0,2,,False,False,False,False,False,False,False,False,True,False,False,True,False,1
1,1,15000.0,113.0,25.0,58.654,3.65,305000.0,60.0,1,2,1,50.0,2,0.17,False,False,False,False,False,False,False,False,True,True,False,False,False,1
3,1,25000.0,121.0,33.0,81.12,,185000.0,361.0,1,2,1,40.0,2,,False,False,False,False,False,False,False,False,True,True,False,False,False,1
1,1,465000.0,211.0,,,,,,1,1,1,50.0,1111,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,85000.0,327.0,25.0,89.5,4.225,715000.0,180.0,1,2,1,50.0,2,0.323,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,355000.0,180.0,25.0,75.0,4.125,475000.0,360.0,1,32,1,50.0,2,0.41,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,35000.0,91.0,36.0,79.79,4.4,165000.0,180.0,1,4,1,30.0,2,1.13,False,False,False,False,False,True,False,False,False,False,True,False,False,1
1,1,535000.0,272.0,25.0,64.807,3.75,835000.0,360.0,1,31,1,40.0,2,0.102,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,1205000.0,515.0,25.0,80.0,2.875,1505000.0,180.0,1,32,1,40.0,2,-0.357,False,False,False,False,False,False,False,False,True,False,True,False,False,1
3,1,105000.0,90.0,33.0,26.45,,385000.0,240.0,1,31,1,60.0,2,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,605000.0,124.0,39.0,38.71,3.6,1555000.0,360.0,1,32,1,40.0,2,-0.61,False,False,False,False,False,False,False,False,True,False,True,False,False,1
