action_taken,loan_type,loan_amount,income,debt_to_income_ratio,loan_to_value_ratio,interest_rate,property_value,loan_term,loan_type.1,loan_purpose,occupancy_type,applicant_age,negative_amortization,rate_spread,derived_race_2 or more minority races,derived_race_American Indian or Alaska Native,derived_race_Asian,derived_race_Black or African American,derived_race_Free Form Text Only,derived_race_Joint,derived_race_Native Hawaiian or Other Pacific Islander,derived_race_Race Not Available,derived_race_White,derived_sex_Female,derived_sex_Joint,derived_sex_Male,derived_sex_Sex Not Available,y_pred
1,1,2745000.0,677.0,45.0,72.83,3.125,3775000.0,360.0,1,31,1,60.0,2,-0.49281,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,1005000.0,487.0,10.0,33.898,3.125,2955000.0,360.0,1,31,1,40.0,2,-0.65,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,505000.0,223.0,33.0,67.333,4.125,755000.0,360.0,1,32,1,50.0,2,0.338,False,False,False,False,False,False,False,False,True,False,True,False,False,1
6,1,635000.0,134.0,,,3.75,1155000.0,360.0,1,31,1,40.0,2,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
3,1,55000.0,125.0,25.0,28.09,,175000.0,,1,2,1,40.0,2,,False,False,False,False,False,False,False,False,True,False,False,True,False,1
4,1,135000.0,155.0,,,,,180.0,1,1,2,30.0,2,,False,False,False,False,False,False,False,False,True,False,False,True,False,1
1,1,55000.0,118.0,33.0,71.498,5.0,225000.0,300.0,1,2,1,40.0,2,0.61,False,False,False,False,False,False,False,False,True,False,True,False,False,1
3,1,85000.0,82.0,,,,,,1,31,1,40.0,1111,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,185000.0,100.0,,,,,,1,1,1,40.0,1111,,False,False,False,False,False,False,False,False,True,False,False,True,False,1
1,1,255000.0,207.0,25.0,59.76,3.99,425000.0,120.0,1,32,1,50.0,2,0.0073,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,585000.0,240.0,10.0,71.707,3.75,825000.0,360.0,1,31,1,30.0,2,-0.138,False,False,False,False,False,False,False,False,True,False,True,False,False,1
4,1,205000.0,104.0,,,,,300.0,1,2,1,30.0,2,,False,False,False,False,False,False,False,False,True,False,False,True,False,1
1,4,95000.0,77.0,25.0,93.721,4.5,95000.0,360.0,4,1,1,40.0,2,0.728,False,False,False,False,False,False,False,False,True,False,False,True,False,1
1,1,125000.0,76.0,,,,,,1,1,1,23.0,1111,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
5,3,325000.0,,,,,,360.0,3,31,1,40.0,2,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
5,1,35000.0,95.0,,,,,120.0,1,4,1,30.0,2,,False,False,False,False,False,False,False,False,True,False,False,True,False,1
1,3,395000.0,135.0,33.0,76.364,3.875,515000.0,360.0,3,32,1,30.0,2,-0.13,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,3,245000.0,153.0,33.0,100.0,3.625,235000.0,360.0,3,1,1,40.0,2,0.178,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,3,145000.0,88.0,25.0,100.0,4.875,145000.0,360.0,3,1,1,30.0,2,0.058,False,False,False,False,False,False,False,False,True,False,False,True,False,1
3,1,105000.0,36.0,,,,,,1,2,1,70.0,1111,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
3,1,25000.0,113.0,38.0,7.58,,335000.0,361.0,1,4,1,40.0,2,,False,False,False,False,False,False,False,False,True,True,False,False,False,1
1,1,155000.0,138.0,10.0,30.0,3.5,505000.0,180.0,1,32,1,60.0,2,0.7599,False,False,False,False,False,False,False,False,True,False,True,False,False,1
6,2,375000.0,,,,4.75,375000.0,360.0,2,31,1,40.0,2,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,905000.0,359.0,33.0,60.0,2.625,1505000.0,360.0,1,31,1,40.0,2,-0.644,False,False,False,False,False,False,False,True,False,False,False,True,False,1
4,2,275000.0,,,,,,360.0,2,31,1,30.0,2,,False,False,False,False,False,False,False,False,True,True,False,False,False,1
3,1,25000.0,107.0,25.0,97.24,,195000.0,240.0,1,2,1,40.0,2,,False,False,False,False,False,False,False,False,True,False,False,True,False,1
1,1,285000.0,263.0,25.0,38.0,3.865,755000.0,360.0,1,32,1,50.0,2,0.24501,False,False,False,False,False,False,False,False,True,False,True,False,False,1
4,1,155000.0,113.0,,,,,180.0,1,32,1,50.0,2,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
3,1,45000.0,263.0,25.0,79.98,,525000.0,240.0,1,2,1,70.0,2,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,2965000.0,1808.0,37.0,80.0,3.625,3705000.0,360.0,1,32,1,30.0,2,-0.125,False,False,False,False,False,False,False,False,True,False,False,True,False,1
3,1,95000.0,125.0,25.0,69.231,,135000.0,180.0,1,32,1,40.0,2,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,3645000.0,3500.0,25.0,72.84,3.875,5005000.0,360.0,1,31,1,50.0,2,-0.598,False,False,False,False,False,False,False,False,True,False,True,False,False,1
3,1,65000.0,182.0,25.0,69.0,,265000.0,84.0,1,4,1,50.0,2,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
3,1,55000.0,80.0,10.0,100.51,,305000.0,240.0,1,4,1,60.0,2,,False,False,False,False,False,False,False,False,True,True,False,False,False,1
3,1,65000.0,,,46.15,,135000.0,360.0,1,2,1,23.0,2,,False,False,False,False,False,False,False,False,True,False,False,True,False,1
3,1,25000.0,132.0,37.0,95.93,,395000.0,360.0,1,2,1,30.0,2,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,785000.0,211.0,41.0,75.0,3.625,1055000.0,360.0,1,32,1,40.0,2,-0.079,False,False,False,False,False,True,False,False,False,False,True,False,False,1
1,1,425000.0,176.0,33.0,51.071,3.99,845000.0,360.0,1,31,1,40.0,2,0.329,False,False,False,False,False,False,False,False,True,True,False,False,False,1
1,1,255000.0,75.0,33.0,27.47,3.99,915000.0,360.0,1,31,1,70.0,2,-1.21,False,False,True,False,False,False,False,False,False,False,True,False,False,1
1,1,45000.0,32.0,10.0,4.096,3.625,975000.0,120.0,1,2,1,80.0,2,0.005,False,False,False,False,False,False,False,False,True,True,False,False,False,1
1,1,305000.0,300.0,25.0,58.261,3.375,695000.0,180.0,1,31,1,40.0,2,0.259,False,False,False,False,False,False,False,False,True,False,False,True,False,1
3,1,55000.0,260.0,33.0,110.15,,385000.0,360.0,1,4,1,50.0,2,,False,False,False,False,False,False,False,False,True,True,False,False,False,1
1,1,415000.0,99.0,33.0,74.107,3.375,565000.0,360.0,1,31,1,30.0,2,-0.137,False,False,False,False,False,False,False,False,True,False,True,False,False,1
3,4,205000.0,81.0,25.0,107.07,,195000.0,360.0,4,1,1,23.0,2,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,35000.0,,,33.54,4.0,185000.0,84.0,1,4,1,50.0,2,0.524,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,105000.0,209.0,10.0,62.53,4.4,175000.0,180.0,1,31,1,40.0,2,0.5,False,False,False,False,False,False,False,False,True,False,True,False,False,1
3,1,105000.0,320.0,10.0,109.21,,495000.0,360.0,1,2,1,60.0,2,,False,False,False,False,False,False,False,False,True,True,False,False,False,1
6,2,175000.0,88.0,,,4.75,465000.0,360.0,2,32,1,50.0,2,,False,False,False,False,False,False,False,False,True,True,False,False,False,1
4,2,175000.0,80.0,,,,,360.0,2,31,1,30.0,2,,False,False,False,False,False,False,False,False,True,False,False,True,False,1
1,1,1115000.0,292.0,33.0,79.996,3.875,1395000.0,360.0,1,2,1,40.0,2,0.055,False,False,False,False,False,False,False,True,False,False,True,False,False,1
1,2,45000.0,36.0,33.0,,4.25,,270.0,2,1,1,30.0,2,,False,False,False,False,False,False,False,False,True,False,False,True,False,1
3,1,45000.0,163.0,25.0,9.41,,425000.0,360.0,1,32,1,50.0,2,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,625000.0,228.0,25.0,43.403,4.0,1445000.0,480.0,1,32,1,50.0,2,0.411,False,False,False,False,False,False,False,False,True,False,False,True,False,1
3,1,345000.0,149.0,25.0,100.0,,345000.0,360.0,1,31,1,30.0,2,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,95000.0,130.0,10.0,57.485,4.5,165000.0,360.0,1,31,1,60.0,2,0.126,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,105000.0,112.0,,,,,,1,1,1,40.0,1111,,False,False,False,False,False,False,False,False,True,True,False,False,False,1
1,1,315000.0,113.0,25.0,41.429,3.375,775000.0,240.0,1,31,1,40.0,2,0.126,False,False,False,False,False,False,False,False,True,True,False,False,False,1
1,1,385000.0,127.0,43.0,71.009,3.99,545000.0,360.0,1,32,1,30.0,2,0.219,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,175000.0,129.0,25.0,30.0,2.875,595000.0,180.0,1,31,1,50.0,2,-0.159,False,False,False,False,False,False,False,False,True,True,False,False,False,1
3,1,155000.0,121.0,25.0,13.043,,1155000.0,360.0,1,2,1,60.0,2,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,485000.0,394.0,10.0,77.496,4.125,625000.0,360.0,1,32,1,40.0,2,0.656,False,False,False,False,False,False,False,False,True,True,False,False,False,1
3,1,125000.0,900.0,33.0,88.5571,,795000.0,180.0,1,2,1,40.0,2,,False,False,False,False,False,False,False,False,True,False,False,True,False,1
1,1,375000.0,356.0,10.0,89.21,3.5,415000.0,360.0,1,31,1,30.0,2,0.153,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,445000.0,80.0,45.0,79.0,4.375,565000.0,360.0,1,32,1,30.0,2,0.35997,False,False,False,False,False,False,False,False,True,True,False,False,False,1
2,1,555000.0,198.0,25.0,80.0,4.625,695000.0,360.0,1,32,1,30.0,2,0.90457,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,45000.0,152.0,25.0,35.956,4.49,535000.0,120.0,1,32,1,50.0,2,0.746,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,395000.0,98.0,33.0,65.0,3.625,605000.0,360.0,1,31,1,40.0,2,-0.392,False,False,False,False,False,False,False,False,True,True,False,False,False,1
1,1,135000.0,64.0,45.0,46.69,5.0,285000.0,360.0,1,31,1,40.0,2,0.172,False,False,False,False,False,False,False,False,True,True,False,False,False,1
1,1,95000.0,55.0,,,,,,1,31,1,23.0,1111,,False,False,False,False,False,False,False,False,True,False,False,True,False,1
1,1,25000.0,81.0,36.0,79.996,3.9,295000.0,60.0,1,4,1,50.0,2,0.44,False,False,False,False,False,False,False,False,True,True,False,False,False,1
1,1,85000.0,57.0,,,,,,1,32,1,60.0,1111,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,2,165000.0,86.0,33.0,96.5,4.0,165000.0,360.0,2,1,1,30.0,2,0.884,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,205000.0,212.0,41.0,72.15,4.75,1605000.0,240.0,1,4,1,60.0,2,0.503,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,4,245000.0,89.0,25.0,101.01,4.125,245000.0,360.0,4,1,1,30.0,2,0.493,False,False,False,False,False,False,False,False,True,False,False,True,False,1
3,1,205000.0,,,,,1005000.0,361.0,1,4,1,50.0,2,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,205000.0,187.0,10.0,61.538,3.875,325000.0,156.0,1,32,1,50.0,2,0.281,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,645000.0,480.0,10.0,75.0,3.25,855000.0,360.0,1,31,1,60.0,2,-0.378,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,165000.0,112.0,41.0,79.9,4.09,595000.0,360.0,1,2,1,40.0,2,0.3,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,755000.0,630.0,10.0,45.45,2.875,1655000.0,360.0,1,31,1,60.0,2,-0.591,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,355000.0,588.0,10.0,70.0,2.99,505000.0,180.0,1,4,1,50.0,2,0.57,False,False,False,False,False,False,False,False,True,False,False,True,False,1
3,1,205000.0,520.0,25.0,108.67,,755000.0,240.0,1,32,1,50.0,2,,False,False,False,False,False,False,False,False,True,False,False,True,False,1
2,1,275000.0,209.0,25.0,27.5,5.25,1005000.0,360.0,1,4,1,60.0,2,0.726,False,False,False,False,False,False,False,False,True,False,True,False,False,1
3,1,75000.0,186.0,33.0,75.37,,605000.0,240.0,1,4,1,70.0,2,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,555000.0,173.0,33.0,44.16,3.125,1255000.0,360.0,1,31,1,70.0,2,-0.64,False,False,False,False,False,False,False,False,True,False,True,False,False,1
3,1,575000.0,251.0,25.0,67.882,,855000.0,360.0,1,31,1,40.0,2,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,2,185000.0,125.0,37.0,98.93,4.75,185000.0,360.0,2,1,1,30.0,2,1.538,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,195000.0,73.0,33.0,53.371,4.125,355000.0,360.0,1,32,1,40.0,2,0.824,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,495000.0,75.0,49.0,75.0,4.625,665000.0,360.0,1,31,1,30.0,2,0.725,False,False,False,False,False,False,False,False,True,False,False,True,False,1
4,1,65000.0,28.0,,,,,240.0,1,31,1,40.0,2,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,1605000.0,542.0,33.0,80.0,3.25,2005000.0,360.0,1,32,1,60.0,2,-0.359,False,False,False,False,False,False,False,False,True,False,False,True,False,1
1,1,255000.0,182.0,33.0,36.19,3.99,695000.0,360.0,1,31,1,50.0,2,0.67,False,False,False,False,False,False,False,False,True,False,True,False,False,1
3,1,55000.0,79.0,40.0,100.4,,255000.0,180.0,1,2,1,50.0,2,,False,False,False,False,False,False,False,False,True,True,False,False,False,1
3,1,2255000.0,2196.0,25.0,36.89,,6105000.0,360.0,1,31,3,60.0,2,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,895000.0,305.0,33.0,49.68,2.625,1805000.0,360.0,1,31,1,50.0,2,-1.196,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,75000.0,436.0,10.0,89.21,2.99,405000.0,360.0,1,2,1,40.0,2,-1.63,False,False,False,False,False,False,False,False,True,False,False,True,False,1
1,1,475000.0,140.0,33.0,39.25,3.625,1205000.0,280.0,1,31,1,60.0,2,-0.133,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,45000.0,99.0,46.0,98.84,5.99,235000.0,240.0,1,4,1,30.0,2,0.72,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,435000.0,173.0,33.0,64.179,4.0,675000.0,360.0,1,32,1,50.0,2,-0.054,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,55000.0,56.0,25.0,95.0,3.875,55000.0,180.0,1,1,1,23.0,2,0.742,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,225000.0,110.0,36.0,45.876,4.75,485000.0,360.0,1,31,1,40.0,2,0.317,False,False,False,False,False,False,False,False,True,True,False,False,False,1
1,1,605000.0,851.0,10.0,22.22,3.99,2705000.0,360.0,1,31,1,60.0,2,-0.165,False,False,False,False,False,False,False,False,True,False,True,False,False,1
3,1,55000.0,138.0,,,,,,1,2,2,50.0,1111,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
2,1,335000.0,282.0,,,,,,1,1,1,40.0,1111,,False,False,False,False,False,False,False,False,True,True,False,False,False,1
1,1,465000.0,208.0,25.0,73.0,4.0,635000.0,360.0,1,32,1,50.0,2,-0.18298,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,575000.0,200.0,25.0,48.712,3.0,1185000.0,360.0,1,31,1,50.0,2,-0.644,False,False,False,False,False,False,False,False,True,False,False,True,False,1
3,1,25000.0,90.0,25.0,27.778,,95000.0,360.0,1,2,1,40.0,2,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
3,1,235000.0,248.0,33.0,133.82,,535000.0,360.0,1,4,1,40.0,2,,False,False,False,False,False,False,False,False,True,False,False,True,False,1
1,1,505000.0,130.0,48.0,31.056,4.89,1615000.0,360.0,1,4,1,23.0,2,0.32,False,False,True,False,False,False,False,False,False,False,True,False,False,1
3,1,835000.0,239.0,33.0,96.512,,865000.0,360.0,1,31,1,40.0,2,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,715000.0,170.0,37.0,71.6,3.5,1005000.0,360.0,1,31,1,30.0,2,0.022,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,405000.0,203.0,33.0,75.0,4.625,545000.0,360.0,1,32,1,60.0,2,-0.1627,False,False,False,False,False,False,False,False,True,False,True,False,False,1
4,1,145000.0,166.0,,,,,120.0,1,32,1,60.0,2,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,45000.0,,,,,,,1,31,1,60.0,1111,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,605000.0,,33.0,78.947,3.125,765000.0,360.0,1,31,1,30.0,2,-0.505,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,935000.0,200.0,37.0,59.635,4.125,1565000.0,360.0,1,32,3,40.0,2,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,35000.0,66.0,40.0,11.1,4.75,465000.0,240.0,1,4,1,60.0,2,0.523,False,False,False,False,False,False,False,False,True,False,True,False,False,1
3,1,25000.0,145.0,25.0,85.85,,225000.0,361.0,1,4,1,40.0,2,,False,False,False,False,False,False,False,False,True,False,False,True,False,1
1,1,495000.0,207.0,,,,,,1,1,1,40.0,1111,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,385000.0,115.0,33.0,64.597,3.75,595000.0,360.0,1,32,1,40.0,2,0.162,False,False,False,False,False,False,False,False,True,True,False,False,False,1
1,1,725000.0,375.0,25.0,47.22,3.125,1525000.0,360.0,1,31,1,50.0,2,-0.439,False,False,False,False,False,False,False,False,True,False,True,False,False,1
3,1,495000.0,320.0,25.0,51.58,,955000.0,360.0,1,32,1,50.0,2,,False,False,False,False,False,False,False,False,True,False,False,True,False,1
1,1,1765000.0,938.0,10.0,62.02,2.6,2855000.0,360.0,1,31,1,40.0,2,-0.191,False,False,False,False,False,True,False,False,False,False,True,False,False,1
1,1,165000.0,408.0,10.0,14.153,3.5,1185000.0,180.0,1,31,2,50.0,2,0.466,False,False,False,False,False,False,False,False,True,True,False,False,False,1
1,1,535000.0,370.0,25.0,31.07,3.75,1725000.0,360.0,1,4,1,80.0,2,-0.239,False,False,False,False,False,False,False,False,True,True,False,False,False,1
3,1,25000.0,98.0,38.0,79.6,,235000.0,360.0,1,2,1,40.0,2,,False,False,False,False,False,False,False,False,True,True,False,False,False,1
3,1,125000.0,75.0,43.0,85.33,,155000.0,360.0,1,4,1,30.0,2,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,55000.0,101.0,42.0,75.119,4.4,395000.0,180.0,1,2,1,40.0,2,1.15,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,2875000.0,950.0,33.0,68.83,2.625,4175000.0,360.0,1,31,1,40.0,2,-1.046,False,False,False,False,False,False,False,True,False,False,False,True,False,1
3,1,315000.0,325.0,25.0,63.6,,505000.0,240.0,1,32,1,50.0,2,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
4,1,85000.0,55.0,,,,,360.0,1,32,1,30.0,2,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,625000.0,192.0,33.0,35.0,3.75,2085000.0,360.0,1,32,1,60.0,2,-0.014,False,False,False,False,False,False,False,True,False,False,True,False,False,1
1,1,735000.0,645.0,25.0,78.27,3.0,935000.0,180.0,1,31,1,40.0,2,-0.12,False,False,False,False,False,False,False,False,True,False,True,False,False,1
4,1,105000.0,108.0,,,,,120.0,1,31,1,60.0,2,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
3,1,25000.0,108.0,10.0,8.475,,295000.0,360.0,1,2,1,40.0,2,,False,False,False,False,False,False,False,False,True,False,False,True,False,1
4,1,205000.0,170.0,,,,,360.0,1,4,1,40.0,2,,False,False,False,False,False,False,False,False,True,False,False,True,False,1
1,1,435000.0,121.0,33.0,59.38,3.625,735000.0,360.0,1,31,1,40.0,2,0.0598,False,False,False,False,False,False,False,False,True,False,False,True,False,1
1,1,725000.0,180.0,43.0,69.85,4.375,1045000.0,360.0,1,31,1,40.0,2,0.1266,False,False,False,False,False,False,False,False,True,False,False,True,False,1
1,1,625000.0,300.0,25.0,41.333,3.0,1505000.0,360.0,1,31,1,50.0,2,-0.361,False,False,False,False,False,False,False,False,True,False,False,True,False,1
3,1,155000.0,117.0,33.0,41.74,,355000.0,360.0,1,2,1,60.0,2,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,175000.0,143.0,,,,,,1,1,1,30.0,1111,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,2,225000.0,81.0,38.0,96.5,4.25,225000.0,360.0,2,1,1,50.0,2,1.636,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,1485000.0,506.0,33.0,31.158,2.5,4755000.0,360.0,1,31,1,70.0,2,-0.878,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,2,415000.0,119.0,33.0,81.566,4.5,495000.0,360.0,2,32,1,40.0,2,0.879,False,False,False,False,False,False,False,False,True,True,False,False,False,1
1,1,165000.0,425.0,10.0,79.78,3.99,545000.0,360.0,1,31,1,40.0,2,0.57,False,False,False,False,False,False,False,False,True,False,False,True,False,1
1,1,575000.0,477.0,,,,,,1,1,1,30.0,1111,,False,False,True,False,False,False,False,False,False,False,True,False,False,1
1,1,455000.0,151.0,42.0,75.0,5.125,605000.0,360.0,1,31,1,30.0,2,0.884,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,685000.0,247.0,25.0,78.613,4.25,865000.0,360.0,1,32,1,50.0,2,-0.177,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,55000.0,156.0,25.0,71.38,3.49,395000.0,360.0,1,2,1,50.0,2,-0.88,False,False,False,False,False,False,False,False,True,True,False,False,False,1
1,1,1905000.0,606.0,33.0,74.892,3.5,2545000.0,360.0,1,31,1,40.0,2,-0.84,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,1065000.0,330.0,37.0,75.0,4.125,1425000.0,360.0,1,32,1,50.0,2,0.058,False,False,False,False,False,False,False,False,True,True,False,False,False,1
4,1,155000.0,48.0,,,,,312.0,1,32,1,30.0,2,,False,False,False,False,False,False,False,False,True,False,False,True,False,1
1,1,275000.0,113.0,,,,,,1,1,1,60.0,1111,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,1085000.0,227.0,39.0,50.512,4.5,2155000.0,360.0,1,31,1,60.0,2,-0.339,False,False,False,False,False,False,False,False,True,True,False,False,False,1
3,1,55000.0,153.0,36.0,74.26,,475000.0,360.0,1,2,1,40.0,2,,False,False,False,False,False,False,False,False,True,False,False,True,False,1
4,1,75000.0,,,,,,240.0,1,31,1,40.0,2,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
3,1,185000.0,60.0,33.0,43.765,,425000.0,,1,31,1,50.0,2,,False,False,False,False,False,False,False,False,True,True,False,False,False,1
1,1,105000.0,110.0,25.0,78.09,3.49,285000.0,360.0,1,2,1,30.0,2,-0.79,False,False,False,False,False,False,False,False,True,True,False,False,False,1
1,1,225000.0,196.0,,,,,,1,1,1,30.0,1111,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
3,1,205000.0,241.0,10.0,36.364,,1105000.0,360.0,1,2,1,50.0,2,,False,False,False,False,False,False,False,False,True,False,False,True,False,1
1,1,105000.0,138.0,25.0,58.47,5.1,175000.0,360.0,1,31,1,50.0,2,0.06,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,145000.0,143.0,41.0,69.35,4.49,705000.0,360.0,1,31,1,40.0,2,-0.65,False,False,False,False,False,False,False,False,True,True,False,False,False,1
1,1,115000.0,88.0,33.0,11.841,3.875,925000.0,360.0,1,31,1,70.0,2,0.258,False,False,False,False,False,False,False,False,True,False,True,False,False,1
4,2,195000.0,154.0,,,,,360.0,2,32,1,40.0,2,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,65000.0,92.0,,,,,,1,2,1,40.0,1111,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,1335000.0,869.0,25.0,69.56,3.0,1925000.0,180.0,1,31,1,50.0,2,-0.11,False,False,True,False,False,False,False,False,False,False,True,False,False,1
5,1,35000.0,87.0,,,,,120.0,1,4,1,50.0,2,,False,False,False,False,False,False,False,False,True,True,False,False,False,1
1,1,155000.0,160.0,10.0,21.429,2.625,705000.0,120.0,1,32,1,60.0,2,-0.598,False,False,False,False,False,False,False,True,False,False,True,False,False,1
1,1,845000.0,980.0,25.0,49.58,2.5,1705000.0,360.0,1,31,1,60.0,2,-0.737,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,105000.0,38.0,,,,,,1,1,1,50.0,1111,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
6,1,455000.0,88.0,,,4.999,635000.0,360.0,1,32,1,30.0,2,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,75000.0,112.0,33.0,75.0,5.25,105000.0,360.0,1,1,3,30.0,2,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
3,3,745000.0,220.0,33.0,89.157,,835000.0,360.0,3,1,1,30.0,2,,False,False,False,False,False,False,False,True,False,False,False,True,False,1
1,1,155000.0,112.0,,,,,,1,1,1,50.0,1111,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,2,365000.0,125.0,38.0,96.5,4.375,375000.0,360.0,2,1,1,23.0,2,0.963,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,155000.0,124.0,10.0,43.305,3.375,355000.0,180.0,1,31,1,60.0,2,0.347,False,False,False,False,False,False,False,False,True,False,True,False,False,1
6,1,485000.0,86.0,,,3.625,1205000.0,360.0,1,32,1,40.0,2,,False,False,False,False,False,False,False,False,True,False,False,True,False,1
1,1,105000.0,118.0,33.0,82.21,2.99,415000.0,360.0,1,2,1,40.0,2,-1.69,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,105000.0,178.0,25.0,31.06,4.125,325000.0,120.0,1,32,1,40.0,2,-0.235,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,145000.0,115.0,33.0,25.926,4.0,545000.0,240.0,1,4,1,60.0,2,-0.475,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,2,165000.0,116.0,25.0,,4.5,165000.0,360.0,2,1,1,60.0,2,1.369,False,False,False,False,False,False,False,False,True,False,True,False,False,1
3,1,105000.0,209.0,33.0,92.545,,445000.0,,1,2,1,50.0,2,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
3,1,1525000.0,86.0,65.0,80.47,,1905000.0,360.0,1,31,1,30.0,2,,False,False,False,False,False,False,False,False,True,False,False,True,False,1
4,1,85000.0,23.0,,,,,180.0,1,1,1,23.0,2,,False,False,False,False,False,False,False,False,True,True,False,False,False,1
1,3,205000.0,,,,4.125,,351.0,3,31,1,30.0,2,0.527,False,False,False,False,False,False,False,False,True,False,True,False,False,1
3,1,55000.0,162.0,25.0,22.22,,225000.0,360.0,1,2,1,70.0,2,,False,False,False,False,False,False,False,False,True,True,False,False,False,1
1,2,85000.0,31.0,25.0,96.5,4.25,85000.0,360.0,2,1,1,30.0,2,1.741,False,False,False,False,False,False,False,False,True,True,False,False,False,1
4,1,255000.0,447.0,,,,,180.0,1,2,1,40.0,2,,False,False,False,False,False,True,False,False,False,False,True,False,False,1
